Desempleo,Mujer,EdadJun24,roa,tep_descripcion_clean,SinEduc,Primaria,Secundaria,Superior,apo_salario,Antiguedad,Nivel_Educacion,Genero
0,1,59,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,1,0,659.0,233,Secundaria,Mujer
0,1,36,4.205799,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,461.0,25,Secundaria,Mujer
0,0,56,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,1,0,561.0,86,Secundaria,Hombre
1,0,36,9.737495,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,471.0,1,Secundaria,Hombre
1,0,37,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,1212.0,5,Superior,Hombre
0,0,31,1.0129057,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,471.0,4,Secundaria,Hombre
1,0,29,0.0,COOPERA  NO CONTROLADAS POR LA SUPERINTENDENCIA  DE BANCOS,0,0,0,1,900.0,2,Superior,Hombre
1,1,60,0.07874483,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,470.0,245,Secundaria,Mujer
0,0,21,16.170385,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,1,Secundaria,Hombre
0,1,39,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,986.0,15,Superior,Mujer
1,0,60,3.1021903,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,460.0,54,Primaria,Hombre
1,1,54,-1.8189106,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,460.0,30,Superior,Mujer
1,0,41,12.377921,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,829.0,59,Secundaria,Hombre
1,1,36,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,0,1,465.0,23,Superior,Mujer
0,0,23,13.521308,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,468.0,5,Secundaria,Hombre
0,0,28,12.158182,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,474.0,17,Secundaria,Hombre
0,0,55,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,1,0,675.0,101,Secundaria,Hombre
1,0,30,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,1,0,0,460.0,70,Primaria,Hombre
1,0,50,-2.8555894,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,460.0,1,Primaria,Hombre
1,0,61,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,1,0,460.0,189,Secundaria,Hombre
0,0,32,1.7736038,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,1400.0,0,Superior,Hombre
0,1,22,2.544662,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,468.0,24,Superior,Mujer
1,0,25,0.5060664,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,460.0,0,Superior,Hombre
1,0,35,3.9159575,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,521.0,147,Secundaria,Hombre
1,0,25,8.501653,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,461.0,9,Secundaria,Hombre
1,0,29,0.3008597,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,478.0,4,Secundaria,Hombre
0,1,30,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,475.0,62,Secundaria,Mujer
1,0,20,1.5833268,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,466.0,13,Secundaria,Hombre
1,1,27,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,1,0,901.0,9,Secundaria,Mujer
1,0,22,-2.5363662,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,474.0,2,Primaria,Hombre
0,1,30,4.510469,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,469.0,120,Superior,Mujer
0,1,35,4.104191,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,138,Secundaria,Mujer
0,1,34,0.0,ENTIDADES PUBLICAS CON AUTONOMIA,0,0,0,1,1676.0,77,Superior,Mujer
0,0,38,5.6210237,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,650.0,20,Secundaria,Hombre
1,0,38,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,1,0,500.0,19,Secundaria,Hombre
0,1,20,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,500.0,13,Secundaria,Mujer
1,1,40,0.0,EMPLEADOR DOMESTICO,0,0,1,0,600.0,143,Secundaria,Mujer
1,1,26,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,986.0,5,Superior,Mujer
1,0,26,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,1,0,986.0,9,Secundaria,Hombre
0,1,31,4.562905,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,468.0,5,Primaria,Mujer
0,0,37,6.3835416,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,476.0,41,Superior,Hombre
0,0,55,0.8357504,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,500.0,11,Primaria,Hombre
1,0,41,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,5,Secundaria,Hombre
1,1,48,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,0,1,460.0,2,Superior,Mujer
0,0,30,-4.2559786,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,465.0,34,Primaria,Hombre
0,0,28,0.4394116,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,15,Secundaria,Hombre
0,0,31,3.9786143,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,471.0,165,Superior,Hombre
1,0,37,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,1,0,460.0,28,Secundaria,Hombre
1,1,53,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,1212.0,55,Superior,Mujer
1,1,23,0.91625667,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,765.0,40,Secundaria,Mujer
1,0,51,0.0,ENTIDADES PÚBLICAS DE EDUCACIÓN SUPERIOR,0,0,0,1,1676.0,2,Superior,Hombre
1,0,21,1.5833268,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,468.0,2,Secundaria,Hombre
1,0,59,2.5329034,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,9,Secundaria,Hombre
1,0,22,1.5833268,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,466.0,2,Primaria,Hombre
1,1,35,-14.187918,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,510.0,3,Superior,Mujer
0,0,30,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,24,Secundaria,Hombre
1,1,20,2.6055152,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,3,Secundaria,Mujer
0,0,22,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,1,0,462.0,3,Secundaria,Hombre
1,1,21,0.270299,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,461.0,3,Secundaria,Mujer
0,1,34,3.549381,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,35,Secundaria,Mujer
0,1,61,0.0,ENTIDADES PUBLICAS CON AUTONOMIA,0,0,0,1,1676.0,77,Superior,Mujer
0,1,56,0.0,EMPLEADOR DOMESTICO,1,0,0,0,460.0,176,Sin Educación,Mujer
1,0,31,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,986.0,9,Superior,Hombre
1,0,27,1.4710709,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,472.0,4,Secundaria,Hombre
1,0,25,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,468.0,1,Secundaria,Hombre
1,0,43,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,0,1,600.0,5,Superior,Hombre
0,0,49,-15.500798,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,17,Secundaria,Hombre
0,0,20,2.494709,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,465.0,7,Primaria,Hombre
0,0,53,2.2918236,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,460.0,45,Primaria,Hombre
0,0,46,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,1000.0,26,Superior,Hombre
0,1,29,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,630.0,2,Superior,Mujer
0,1,47,6.4956584,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,461.0,144,Primaria,Mujer
1,1,63,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,1,0,0,465.0,3,Primaria,Mujer
0,0,29,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,500.0,31,Secundaria,Hombre
0,0,31,0.0,ENTIDADES FINANCIERAS,0,0,0,1,1676.0,54,Superior,Hombre
1,0,51,1.2382009,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,500.0,36,Secundaria,Hombre
1,1,33,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,1600.0,23,Superior,Mujer
0,1,28,9.315728,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,740.0,21,Superior,Mujer
1,1,29,6.307056,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,461.0,5,Primaria,Mujer
1,0,54,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,1,0,0,478.0,13,Primaria,Hombre
1,1,39,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,1,0,0,0,460.0,28,Sin Educación,Mujer
1,1,41,4.0761447,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,1567.0,58,Superior,Mujer
1,1,51,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,1,0,0,471.0,14,Primaria,Mujer
1,0,60,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,600.0,0,Primaria,Hombre
1,1,33,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,1212.0,19,Superior,Mujer
0,0,26,12.299153,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,550.0,33,Superior,Hombre
1,0,44,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,68,Secundaria,Hombre
1,0,21,1.6691426,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,500.0,2,Secundaria,Hombre
1,0,32,0.91009694,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,4,Secundaria,Hombre
0,0,56,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,42,Secundaria,Hombre
1,1,27,6.302921,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,1,Secundaria,Mujer
1,0,42,1.0896417,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,619.0,137,Secundaria,Hombre
1,0,25,0.15334581,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,471.0,5,Secundaria,Hombre
1,0,39,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,1200.0,52,Superior,Hombre
0,0,39,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,500.0,65,Superior,Hombre
1,0,29,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,1,0,471.0,3,Secundaria,Hombre
0,1,42,0.79418373,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,2,Secundaria,Mujer
1,1,28,13.491468,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,472.0,46,Secundaria,Mujer
1,1,30,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,1,0,471.0,12,Secundaria,Mujer
0,0,45,-0.78565776,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,550.0,24,Superior,Hombre
0,0,30,0.0,ENTIDADES PUBLICAS CON AUTONOMIA,0,0,1,0,620.0,41,Secundaria,Hombre
0,0,66,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,1,0,817.0,5,Secundaria,Hombre
0,0,56,0.0,EMPLEADOR DOMESTICO,0,0,1,0,460.0,13,Secundaria,Hombre
1,0,29,0.0,"OTRAS FINANC. PRIVAD, MUTUALISTAS ETC",0,0,1,0,900.0,35,Secundaria,Hombre
0,0,34,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,817.0,115,Superior,Hombre
1,0,45,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,1,0,0,1412.0,1,Primaria,Hombre
1,0,36,0.527145,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,460.0,0,Primaria,Hombre
1,1,56,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,986.0,117,Superior,Mujer
0,1,50,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,986.0,93,Superior,Mujer
1,0,36,0.0,MICRO EMPRESA (NO ARTESANAL),0,1,0,0,460.0,2,Primaria,Hombre
0,0,33,11.667365,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,757.0,6,Superior,Hombre
0,0,36,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,472.0,7,Primaria,Hombre
0,0,31,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,8,Secundaria,Hombre
1,1,23,17.277067,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,11,Secundaria,Mujer
1,1,23,0.38419434,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,468.0,1,Secundaria,Mujer
1,1,24,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,1,0,460.0,0,Secundaria,Mujer
1,1,41,5.2564163,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,1740.0,45,Superior,Mujer
0,0,28,-0.77197945,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,8,Secundaria,Hombre
0,0,62,0.14498489,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,2427.0,17,Secundaria,Hombre
0,1,36,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,0,1,465.0,25,Superior,Mujer
1,0,47,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,1,0,0,621.0,4,Primaria,Hombre
0,1,23,9.983913,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,500.0,24,Primaria,Mujer
0,0,55,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,189,Secundaria,Hombre
0,0,39,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,2641.0,8,Superior,Hombre
0,0,42,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,1,0,0,485.0,97,Primaria,Hombre
1,0,20,2.2910545,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,3,Secundaria,Hombre
1,0,50,2.6290565,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,800.0,0,Secundaria,Hombre
0,0,53,0.05206825,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,830.0,208,Secundaria,Hombre
1,0,62,22.935965,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,476.0,188,Primaria,Hombre
1,1,23,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,0,1,460.0,4,Superior,Mujer
1,1,25,19.726566,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,0,Secundaria,Mujer
1,0,21,1.5833268,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,468.0,0,Secundaria,Hombre
0,1,66,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,675.0,117,Superior,Mujer
0,1,41,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,585.0,47,Superior,Mujer
0,0,46,1.7456985,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,800.0,106,Secundaria,Hombre
0,0,54,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,206,Secundaria,Hombre
0,0,55,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,950.0,33,Superior,Hombre
0,0,45,5.7518034,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,576.0,194,Secundaria,Hombre
0,1,25,5.7175198,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,468.0,2,Secundaria,Mujer
1,0,49,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,950.0,116,Superior,Hombre
1,1,23,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,1,0,800.0,20,Secundaria,Mujer
0,1,38,5.4530945,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,2000.0,104,Superior,Mujer
1,0,26,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,986.0,21,Superior,Hombre
0,0,37,7.397831,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,475.0,0,Secundaria,Hombre
0,1,26,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,462.0,9,Secundaria,Mujer
0,0,41,0.0,"INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS",0,0,0,1,1300.0,116,Superior,Hombre
0,1,53,0.0,EMPLEADOR DOMESTICO,0,1,0,0,460.0,10,Primaria,Mujer
1,0,40,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,0,1,733.0,3,Superior,Hombre
1,0,34,6.0559316,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,500.0,25,Primaria,Hombre
0,0,33,0.0,"EMBAJADAS, MISIONES DIPL., CONSULARES, ORG. INTERNACIONAL",0,0,0,1,950.0,29,Superior,Hombre
0,0,56,0.0,CONSTRUCCION,0,0,1,0,1000.0,169,Secundaria,Hombre
1,1,32,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,466.0,26,Secundaria,Mujer
0,1,34,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,817.0,93,Superior,Mujer
1,1,23,6.4434705,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,1,Secundaria,Mujer
1,1,60,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,1212.0,247,Superior,Mujer
0,1,37,28.602795,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,1700.0,5,Superior,Mujer
0,1,50,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,1212.0,235,Superior,Mujer
0,0,23,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,1,0,0,466.0,59,Primaria,Hombre
1,0,59,4.7807155,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,725.0,238,Secundaria,Hombre
0,0,30,10.732539,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,57,Secundaria,Hombre
0,1,56,0.0,EMPLEADOR DOMESTICO,0,0,1,0,460.0,168,Secundaria,Mujer
0,1,28,0.0,COOP AHORRO  CRED. VIVIENDA ETC.CONTR SUPER  DE BANCOS,0,0,0,1,600.0,1,Superior,Mujer
0,0,26,20.2896,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,600.0,17,Superior,Hombre
1,1,19,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,1,0,460.0,0,Secundaria,Mujer
1,0,28,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,1,0,0,463.0,55,Primaria,Hombre
1,0,26,2.2743976,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,465.0,8,Secundaria,Hombre
0,0,30,0.0,"INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS",0,0,1,0,630.0,7,Secundaria,Hombre
1,1,59,0.0,ENTIDADES PÚBLICAS DE EDUCACIÓN SUPERIOR,0,0,0,1,1200.0,29,Superior,Mujer
1,0,30,1.3962157,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,471.0,5,Secundaria,Hombre
0,0,33,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,1676.0,46,Superior,Hombre
0,1,55,-18.924696,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,486.0,41,Primaria,Mujer
1,1,38,13.42914,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,471.0,116,Superior,Mujer
1,1,33,0.0,ENTIDADES PUBLICAS CON AUTONOMIA,0,0,0,1,817.0,73,Superior,Mujer
1,0,27,4.4014153,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,470.0,46,Primaria,Hombre
0,0,30,12.281746,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,600.0,60,Superior,Hombre
1,0,27,1.5833268,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,466.0,1,Primaria,Hombre
0,0,40,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,1,0,771.0,129,Secundaria,Hombre
1,0,68,0.0,CONSTRUCCION,0,1,0,0,521.0,19,Primaria,Hombre
1,0,25,14.404059,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,468.0,16,Secundaria,Hombre
0,1,49,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,986.0,93,Superior,Mujer
0,0,39,0.0,"INSTITUCION FINANCIERA PRIVADA, BANCOS Y CIA DE SEGUROS",0,0,0,1,675.0,157,Superior,Hombre
1,0,26,4.07766,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,460.0,1,Primaria,Hombre
0,0,51,1.8330871,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,600.0,64,Secundaria,Hombre
1,0,49,0.0,"FUNCION EJECUTIVA, LEGISL, JUDICIAL Y ORGANISMOS DEL ESTADO",0,0,0,1,986.0,9,Superior,Hombre
1,0,37,0.4180675,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,600.0,0,Secundaria,Hombre
0,1,61,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,612.0,152,Primaria,Mujer
1,1,44,3.3909652,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,465.0,2,Primaria,Mujer
1,0,49,1.4589304,CONSTRUCCION,0,0,1,0,650.0,43,Secundaria,Hombre
0,1,29,1.1674767,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,800.0,65,Superior,Mujer
1,0,40,9.36584,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,37,Secundaria,Hombre
1,1,41,1.244241,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,0,Secundaria,Mujer
0,0,26,2.4488287,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,474.0,24,Secundaria,Hombre
1,0,30,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,1,0,738.0,5,Secundaria,Hombre
1,0,26,1.3895271,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,1500.0,1,Secundaria,Hombre
1,0,49,0.12123434,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,501.0,6,Secundaria,Hombre
1,1,68,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,1400.0,72,Superior,Mujer
1,0,63,0.113810584,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,460.0,168,Primaria,Hombre
1,1,26,0.0,EMPLEADOR DOMESTICO,0,0,1,0,460.0,17,Secundaria,Mujer
1,0,32,-7.801868,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,1,0,0,502.0,2,Primaria,Hombre
1,0,38,0.19443592,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,880.0,113,Secundaria,Hombre
0,0,53,0.0,ORGANISMOS DEL REGIMEN SECCIONAL,0,0,1,0,578.0,231,Secundaria,Hombre
1,0,23,5.3714614,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,468.0,6,Secundaria,Hombre
1,0,19,1.0272193,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,4,Secundaria,Hombre
0,0,30,0.0,EMPRESA UNIPERSONAL /  PEQUEÑA INDUSTRIA,0,0,1,0,550.0,2,Secundaria,Hombre
0,0,30,0.0,ENTIDADES PÚBLICAS DE EDUCACIÓN SUPERIOR,0,0,0,1,1026.0,14,Superior,Hombre
0,0,42,0.51639575,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,800.0,36,Secundaria,Hombre
1,0,24,0.0,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,1,0,460.0,2,Secundaria,Hombre
1,1,27,5.393399,EMPRESA PRIVADA -SOCIEDADES / COMPANIAS,0,0,0,1,460.0,0,Superior,Mujer
